CODE;CITY;COUNTRY;LAT;LON
YZP;SANDSPIT;CANADA;53.2540;-131.8140
KTN;KETCHIKAN;USA;55.3560;-131.7140
ANN;ANNETTE ISLAND;USA;55.0420;-131.5720
YPR;PRINCE PUPERT;CANADA;54.2860;-130.4450
YDL;DEASE LAKE;CANADA;58.4220;-130.0320
YQH;WATSON LAKE;CANADA;60.1180;-128.8220
YXT;TERRACE;CANADA;54.4660;-128.5770
YZT;PORT HARDY;CANADA;50.6810;-127.3670
YYD;SMITHERS;CANADA;54.8250;-127.1830
YAZ;TOFINO;CANADA;49.0820;-125.7720
YBL;CAMPBELL RIVER;CANADA;49.9510;-125.2710
YSY;SACHS HARBOUR;CANADA;71.9940;-125.2430
YQQ;COMOX;CANADA;49.7110;-124.8870
YWY;WRIGLEY;CANADA;63.2090;-123.4370
YYJ;VICTORIA;CANADA;48.6470;-123.4260
NOW;PORT ANGELES;USA;48.1410;-123.4140
YVR;VANCOUVER;CANADA;49.1950;-123.1820
MMV;MACKMINNVILLE;USA;45.1940;-123.1360
SPB;SAN LUIS;USA;45.7730;-122.8620
YXS;PRINCE GEORGE;CANADA;53.8890;-122.6790
NUW;WHIDBEY ISLAND;USA;48.3520;-122.6560
PDX;PORTLAND;USA;45.5890;-122.5970
YYE;FORT NELSON;CANADA;58.8360;-122.5970
GRF;FORT LEWIS;USA;47.0790;-122.5810
BLI;BELLINGHAM;USA;48.7920;-122.5370
TCM;TACOMA;USA;47.1380;-122.4760
SFO;SAN FRANCISCO;USA;37.6190;-122.3750
YXX;ABBOTSFORD;CANADA;49.0250;-122.3630
SEA;SEATTLE;USA;47.4490;-122.3090
BFI;SEATTLE;USA;47.5300;-122.3020
PAE;EVERETT;USA;47.9060;-122.2810
OAK;OAKLAND;USA;37.7210;-122.2210
YWL;WILLIAMS LAKE;CANADA;52.1830;-122.0540
NUQ;MOUNTAIN VIEW;USA;37.4150;-122.0480
YCW;CHILLIWACK;CANADA;49.1530;-121.9390
SJC;SAN JOSE;USA;37.3620;-121.9290
SUU;FAIRFIELD;USA;38.2630;-121.9270
CIC;CHICO;USA;39.7950;-121.8580
SMF;SACRAMENTO;USA;38.6950;-121.5910
SAC;SACRAMENTO;USA;38.5130;-121.4930
BAB;MARYSVILLE;USA;39.1360;-121.4360
MCC;SACRAMENTO;USA;38.6670;-121.4010
MHR;SACRAMENTO;USA;38.5540;-121.2970
SCK;STOCKTON;USA;37.8940;-121.2390
YFS;FORT SIMPSON;CANADA;61.7600;-121.2370
RIU;RANCHO MURIETA;USA;38.4890;-121.1020
MOD;MODESTO;USA;37.6260;-120.9540
VBG;LOMPOC;USA;34.7290;-120.5770
MER;MERCED;USA;37.3800;-120.5680
YDC;PRINCETON;CANADA;49.4680;-120.5120
YKA;KAMLOOPS;CANADA;50.7020;-120.4420
YDQ;DAWSON CREEK;CANADA;55.7420;-120.1820
NLC;LEMOORE;USA;36.3330;-119.9520
RNO;RENO;USA;39.4980;-119.7680
FAT;FRESNO;USA;36.7760;-119.7180
YYF;PENTICTON;CANADA;49.4630;-119.6020
YLW;KELOWNA;CANADA;49.9560;-119.3780
NTD;POINT MUGU;USA;34.1200;-119.1210
BFL;BAKERSFIELD;USA;35.4330;-119.0570
YQU;GRANDE PRAIRIE;CANADA;55.1800;-118.8850
NFL;FALLON;USA;39.4160;-118.7010
LAX;LOS ANGELES;USA;33.9420;-118.4080
BUR;BURBANK;USA;34.2010;-118.3590
HHR;HAWTHORNE;USA;33.9230;-118.3350
LGB;LONG BEACH;USA;33.8180;-118.1510
PMD;PALMDALE;USA;34.6290;-118.0840
EDW;EDWARDS AFB;USA;34.9050;-117.8840
SNA;SANTA ANA;USA;33.6760;-117.8680
NTK;TUSTIN;USA;33.7060;-117.8270
YHI;HOLMAN ISLAND;CANADA;70.7630;-117.8060
NID;CHINA;USA;35.6880;-117.6910
SKA;SPOKANE;USA;47.6150;-117.6560
YCG;CASTLEGAR;CANADA;49.2960;-117.6320
ONT;ONTARIO;USA;34.0560;-117.6010
GEG;SPOKANE;USA;47.6200;-117.5340
YPE;PEACE RIVER;CANADA;56.2270;-117.4470
RAL;RIVERSIDE;USA;33.9520;-117.4450
VCV;VICTORVILLE;USA;34.5930;-117.3790
SFF;SPOKANE;USA;47.6830;-117.3220
RIV;RIVERSIDE;USA;33.8810;-117.2590
NZY;SAN DIEGO;USA;32.6990;-117.2150
SAN;SAN DIEGO;USA;32.7330;-117.1890
YOJ;HIGH LEVEL;CANADA;58.6210;-117.1650
NKX;MIRAMAR;USA;32.8680;-117.1430
N/A;TONOPAH;USA;37.7940;-116.7790
ESE;ENSENADA;MEXICO;31.7950;-116.6020
PSP;PALM SPRINGS;USA;33.8290;-116.5070
YET;EDSON;CANADA;53.5790;-116.4650
BOI;BOISE;USA;43.5640;-116.2230
NXP;TWENTY NINE PALMS;USA;34.2960;-116.1620
YZS;CORAL HARBOUR;CANADA;50.3320;-115.8740
MUO;MOUNTAIN HOME;USA;43.0430;-115.8720
YZU;WHITECOURT;CANADA;54.1440;-115.7870
YHY;HAY RIVER;CANADA;60.8400;-115.7830
YXC;CRANBROOK;CANADA;49.6100;-115.7820
INS;INDIAN SPRINGS;USA;36.5870;-115.6730
NJK;EL CENTRO;USA;32.8290;-115.6720
IPL;IMPERIAL;USA;32.8340;-115.5790
CXL;CALEXICO;USA;32.6690;-115.5130
MXL;MEXICALI;MEXICO;32.6310;-115.2410
LAS;LAS VEGAS;USA;36.0800;-115.1520
YCO;COPPERMINE;CANADA;67.8170;-115.1440
LSV;LAS VEGAS;USA;36.2360;-115.0340
YRM;ROCKY MOUNTAIN HOUSE;CANADA;52.4300;-114.9040
N/A;SAN FILIPE;MEXICO;30.9300;-114.8090
YZH;SLAVE LAKE;CANADA;55.2930;-114.7780
YUM;YUMA;USA;32.6560;-114.6060
ENV;WENDOVER;USA;40.7190;-114.0310
YQF;RED DEER INDUSTRIAL;CANADA;52.1790;-113.8930
PPE;PUNTA PENASCO;MEXICO;31.3520;-113.5260
YXD;EDMONTON;CANADA;53.5730;-113.5210
YED;EDMONTON;CANADA;53.6670;-113.4670
CDC;CEDAR CITY;USA;37.7010;-113.0990
PRC;PRESCOTT;USA;34.6540;-112.4190
LUF;PHOENIX;USA;33.5350;-112.3830
CTB;CUTBANK;USA;48.6080;-112.3760
PHX;PHOENIX;USA;33.4340;-112.0080
HLN;HELENA;USA;46.6070;-111.9830
SLC;SALT LAKE CITY;USA;40.7880;-111.9780
HIF;OGDEN;USA;41.1240;-111.9730
YCT;CORONATION;CANADA;52.0750;-111.4450
GTF;GREAT FALLS;USA;47.4820;-111.3710
LTO;LORETO;MEXICO;25.9890;-111.3480
YMM;FORT MCMURRAY;CANADA;56.6530;-111.2220
YPY;FORT CHIPEWYAN;CANADA;58.7670;-111.1170
HMO;HERMOSILLO;MEXICO;29.0960;-111.0480
NOG;NOGALES;MEXICO;31.2260;-110.9760
TUS;TUCSON;USA;32.1160;-110.9410
GYM;GUAYMAS;MEXICO;27.9690;-110.9250
DMA;TUCSON;USA;32.1660;-110.8830
OLS;NOGALES;USA;31.4180;-110.8480
YVG;VERMILLION;CANADA;53.3560;-110.8240
YXH;MEDICINE HAT;CANADA;50.0190;-110.7210
LAP;LA PAZ;MEXICO;24.0720;-110.3620
FHU;FORT HUACHUCA;USA;31.5880;-110.3440
YOD;COLD LAKE;CANADA;54.4050;-110.2790
YLL;LLOYDMINSTER;CANADA;53.3090;-110.0720
CEN;CIUDAD OBREGON;MEXICO;27.3920;-109.8330
HVR;HAVRE;USA;48.5430;-109.7620
SJD;SAN JOSE DEL CABO;MEXICO;23.1520;-109.7210
DUG;DOUGLAS;USA;31.4690;-109.6040
IPC;EASTER ISLAND;CHILE;-27.1650;-109.4220
YKY;KINDERSLEY;CANADA;51.5170;-109.1810
LMM;LOS MOCHIS;MEXICO;25.6850;-109.0810
ZUN;ZUNI PUEBLO;USA;35.0830;-108.7920
YLJ;MEADOW LAKE;CANADA;54.1250;-108.5230
YVT;BUFFALO NARROWS;CANADA;55.8420;-108.4180
YQW;NORTH BATTLEFORD;CANADA;52.7690;-108.2440
GNT;GRANTS;USA;35.1650;-107.9010
N/A;NUEVO CASAS GRANDES;MEXICO;30.3970;-107.8750
DRO;DURANGO;USA;37.1510;-107.7540
YYN;SWIFT CURRENT;CANADA;50.2920;-107.6910
CUL;CULIACAN;MEXICO;24.7640;-107.4740
TCS;TRUTH OR CONSEQUENCES;USA;33.2370;-107.2720
ABQ;KIRTLAND A.F.B.;USA;35.0400;-106.6090
CPR;CASPER;USA;42.9080;-106.4640
CJS;CIUDAD JUAREZ;MEXICO;31.6360;-106.4290
WSD;WHITE SANDS;USA;32.3410;-106.4030
ELP;EL PASO;USA;31.8070;-106.3780
MZT;MAZATLAN;MEXICO;23.1610;-106.2660
HMN;ALAMOGORDO;USA;32.8520;-106.1060
SAF;SANTA FE;USA;35.6170;-106.0880
CUU;CHIHUAHUA;MEXICO;28.7030;-105.9640
YPA;PRINCE ALBERT;CANADA;53.2140;-105.6730
YMJ;MOOSE JAW;CANADA;50.3300;-105.5590
YVC;LA RONGE;CANADA;55.1510;-105.2620
PVR;PUERTO VALLARTA;MEXICO;20.6800;-105.2540
YCB;CAMBRIDGE BAY;CANADA;69.1080;-105.1380
TPQ;TEPIC;MEXICO;21.4190;-104.8430
CYS;CHEYENNE;USA;41.1560;-104.8120
FCS;FORT CARSON;USA;38.6780;-104.7560
BKF;BUCKLEY;USA;39.7020;-104.7510
DEN;DENVER;USA;39.8580;-104.6670
YQR;REGINA;CANADA;50.4320;-104.6660
ZLO;MANZANILLO;MEXICO;19.1450;-104.5590
ROW;ROSWELL;USA;33.3010;-104.5310
DGO;DURANGO;MEXICO;24.1240;-104.5280
PUB;PUEBLO MEMORIAL;USA;38.2890;-104.4960
CNM;CARLSBAD;USA;32.3370;-104.2630
ISN;WILLISTON;USA;48.1780;-103.6420
TCC;TUCUMCARI;USA;35.1830;-103.6030
CLQ;COLIMA;MEXICO;19.2770;-103.5770
N/A;ZAPOPAN;MEXICO;20.7560;-103.4650
TRC;TORREON;MEXICO;25.5680;-103.4110
N/A;TUXPAN;MEXICO;19.5980;-103.3720
CVS;CLOVIS;USA;34.3830;-103.3220
GDL;GUADALAJARA;MEXICO;20.5220;-103.3110
HOB;HOBBS;USA;32.6880;-103.2170
INK;WINK;USA;31.7790;-103.2010
RCA;RAPID CITY;USA;44.1450;-103.1030
YEN;ESTEVAN;CANADA;49.2100;-102.9660
ZCL;ZACATECAS;MEXICO;22.8970;-102.6870
DHT;DALHART;USA;36.0230;-102.5470
YQV;YORKTON;CANADA;51.2650;-102.4620
AGU;AGUASCALIENTES;MEXICO;21.7050;-102.3180
YHB;HUDSON BAY;CANADA;52.8170;-102.3110
ZMM;ZAMORA;MEXICO;20.0450;-102.2760
MAF;MIDLAND;USA;31.9420;-102.2020
UPN;URUAPAN;MEXICO;19.3970;-102.0390
LBB;LUBBOCK;USA;33.6640;-101.8230
AMA;AMARILLO;USA;35.2190;-101.7060
YFO;FLIN FLON;CANADA;54.6780;-101.6820
BJX;DEL BAJIO;MEXICO;20.9930;-101.4810
MIB;MINOT;USA;48.4160;-101.3570
YYL;LYNN LAKE;CANADA;56.8640;-101.0760
MLM;MORELIA;MEXICO;19.8500;-101.0250
N/A;CIUDAD ACUNA;BRAZIL;29.3320;-100.9810
SLP;SAN LUIS POTOSI;MEXICO;22.2540;-100.9310
SLW;SALTILLO;MEXICO;25.5490;-100.9290
DRT;DEL RIO;USA;29.3730;-100.9260
N/A;CELAYA;MEXICO;20.5460;-100.8860
DLF;DEL RIO;USA;29.3590;-100.7780
GCK;GARDEN CITY;USA;37.9270;-100.7240
PDS;PIEDRAS NEGRAS;MEXICO;28.6270;-100.5350
SJT;SAN ANGELO;USA;31.3580;-100.4960
EGP;EAGLE PASS;USA;44.7700;-100.4790
QRO;QUERETARO;MEXICO;20.6240;-100.3690
CDS;CHILDRESS;USA;34.4340;-100.2880
NTR;MONTERREY;MEXICO;25.8660;-100.2370
MTY;MONTERREY;MEXICO;25.7780;-100.1070
YDN;DAUPHIN;CANADA;51.1010;-100.0520
YBR;BRANDON;CANADA;49.9100;-99.9520
DYS;ABILENE;USA;32.4210;-99.8540
GAG;GAGE;USA;36.2950;-99.7760
ACA;ACAPULCO;MEXICO;16.7570;-99.7530
ABI;ABILENE;USA;32.4110;-99.6820
TLC;TOLUCA;MEXICO;19.3370;-99.5660
N/A;CHILPANCINGO;MEXICO;17.5740;-99.5140
LRD;LAREDO;USA;27.5440;-99.4610
LTS;ALTUS;USA;34.6670;-99.2670
CVJ;CUERNAVACA;MEXICO;18.8350;-99.2620
MEX;MEXICO CITY;MEXICO;19.4360;-99.0720
HBR;HOBART;USA;34.9910;-99.0510
MMC;CIUDAD MANTE;MEXICO;22.7400;-99.0180
CVM;CIUDAD VICTORIA;MEXICO;23.7040;-98.9560
TSL;TAMUIN;MEXICO;22.0380;-98.8060
PCA;PACHUCA;MEXICO;20.0770;-98.7820
SKF;SAN ANTONIO;USA;29.3840;-98.5810
SPS;WICHITA FALLS;USA;33.9890;-98.4920
FSI;FORT SILL;USA;34.6500;-98.4020
PBC;PUEBLA;MEXICO;19.1580;-98.3710
RND;SAN ANTONIO;USA;29.5290;-98.2790
YPG;PORTAGE-LA-PRAIRIE;CANADA;49.9030;-98.2750
MFE;MCALLEN;USA;26.1760;-98.2390
REX;REYNOSA;MEXICO;26.0090;-98.2280
HON;HURON;USA;44.3850;-98.2280
TXA;TLAXCALA;MEXICO;19.5360;-98.1730
ALI;ALICE;USA;27.7410;-98.0270
END;ENID;USA;36.3400;-97.9160
TAM;TAMPICO;MEXICO;22.2960;-97.8660
YTH;THOMPSON;CANADA;55.8010;-97.8640
GRK;KILLEEN;USA;31.0670;-97.8290
HLR;FORT HOOD;USA;31.1390;-97.7140
HRL;HARLINGEN;USA;26.2280;-97.6540
OKC;OKLAHOMA CITY;USA;35.3930;-97.6010
MAM;MATAMOROS;MEXICO;25.7700;-97.5250
CRP;CORPUS CHRISTI;USA;27.7700;-97.5010
PAZ;POZA RICO;MEXICO;20.6030;-97.4610
ICT;WICHITA;USA;37.6500;-97.4330
BRO;BROWNSVILLE;USA;25.9070;-97.4260
RDR;RED RIVER;USA;47.9610;-97.4010
TIK;OKLAHOMA CITY;USA;35.4150;-97.3860
FTW;FORT WORTH;USA;32.8200;-97.3620
IAB;WICHITA;USA;37.6230;-97.2670
N/A;PEMBINA;USA;48.9420;-97.2410
YWG;WINNIPEG;CANADA;49.9100;-97.2340
GFK;GRAND FORKS;USA;47.9490;-97.1760
PXM;PUERTO ESCONDIDO;MEXICO;15.8770;-97.0890
CNW;WACO;USA;31.6380;-97.0740
DFW;DALLAS-FORT WORTH;USA;32.8960;-97.0370
YAV;WINNIPEG;CANADA;50.0560;-97.0320
ADM;ARDMORE;USA;34.3030;-97.0190
DAL;DALLAS;USA;32.8470;-96.8520
N/A;JALAPA;MEXICO;19.4750;-96.7970
FRI;FORT RILEY;USA;39.0550;-96.7640
LNK;LINCOLN;USA;40.8510;-96.7590
OAX;OAXACA;MEXICO;17.0000;-96.7260
ADH;ALDAN;RUSSIA;34.8040;-96.6710
SUX;SIOUX CITY;USA;42.4020;-96.3840
CLL;COLLEGE STATION;USA;30.5880;-96.3640
CFD;BRYAN;USA;30.7160;-96.3310
HUX;BAHIAS DEHUATULCO;MEXICO;15.7750;-96.2610
PSX;PALACIOS;USA;28.7270;-96.2510
VER;VERA CRUZ;MEXICO;19.1450;-96.1870
YBK;BAKER LAKE;CANADA;64.2990;-96.0780
GVT;GREENVILE;USA;33.0680;-96.0650
OFF;OMAHA;USA;41.1180;-95.9130
OMA;OMAHA;USA;41.3020;-95.8940
TUL;TULSA;USA;36.1980;-95.8880
MLC;MCALESTER;USA;34.8820;-95.7830
FOE;TOPEKA;USA;38.9510;-95.6640
CXO;CONROE;USA;30.3520;-95.4140
TYR;TYLER;USA;32.3540;-95.4020
MKO;MUSKOGEE;USA;35.6570;-95.3610
HOU;HOUSTON;USA;29.6450;-95.2790
EFD;HOUSTON;USA;29.6070;-95.1590
N/A;IZTEPEC;MEXICO;16.4490;-95.0940
YRB;RESOLUTE;CANADA;74.7170;-94.9690
FLV;FORT LEAVENWORTH;USA;39.3680;-94.9140
MCI;KANSAS CITY;USA;39.2970;-94.7140
GGG;LONGVIEW;USA;32.3850;-94.7110
BDE;BAUDETTE;USA;48.7280;-94.6120
MTT;MINATITLAN;MEXICO;18.1030;-94.5810
GVW;GRANDVIEW;USA;38.8430;-94.5610
FSM;FORT SMITH;USA;35.3360;-94.3670
YQK;KENORA;CANADA;49.7880;-94.3630
FOD;FORT DODGE;USA;42.5510;-94.1930
YEK;ESKIMO POINT;CANADA;61.0940;-94.0710
YYQ;CHURCHILL;CANADA;58.7390;-94.0650
BPT;BEAUMONT;USA;29.9510;-94.0210
TXK;TEXARKANA;USA;33.4540;-93.9910
SHV;SHREVEPORT;USA;32.4460;-93.8260
BAD;SHREVEPORT;USA;32.5020;-93.6630
DSM;DES MOINES;USA;41.5340;-93.6630
PNM;PRINCETON;USA;45.5600;-93.6080
YYH;SPENCE BAY;CANADA;69.5470;-93.5770
SZL;KNOBNOSTER;USA;38.7300;-93.5480
INL;INTERNATIONAL FALLS;USA;48.5660;-93.4030
TGZ;TUXTLA GUTIERREZ;MEXICO;16.7690;-93.3410
LCH;LAKE CHARLES;USA;30.1260;-93.2230
MSP;MINNEAPOLIS;USA;44.8800;-93.2170
POE;FORT POLK;USA;31.0450;-93.1910
HRO;HARRISON;USA;36.2610;-93.1550
HIB;HIBBING;USA;47.3860;-92.8390
VSA;VILLAHERMOSA;MEXICO;17.9970;-92.8170
ELD;EL DORADO;USA;33.2210;-92.8130
YHD;DRYDEN;CANADA;49.8320;-92.7440
AEX;ALEXANDRIA;USA;31.3270;-92.5480
ESF;ALEXANDRIA;USA;31.3950;-92.2960
LIT;LITTLE ROCK;USA;34.7290;-92.2240
COU;COLUMBIA;USA;38.8180;-92.2190
DLH;DULUTH;USA;46.8420;-92.1940
LRF;JACKSONVILLE;USA;34.9180;-92.1460
TBN;FORT LEONARDWOOD;USA;37.7410;-92.1410
YRT;RANKIN INLET;CANADA;62.8110;-92.1160
TOX;TOBOLSK;RUSSIA;37.1320;-92.0840
MLU;MONROE;USA;32.5110;-92.0370
LFT;LAFAYETTE;USA;30.2050;-91.9870
PBF;PINE BLUFF;USA;34.1750;-91.9340
YXL;SIOUX LOOKOUT;CANADA;50.1140;-91.9040
ARA;LOUISIANA;USA;30.0380;-91.8840
CME;CIUDAD DEL CARMEN;MEXICO;18.6540;-91.7990
N/A;RETALHULEU;ARGENTINA;14.5210;-91.6970
YIB;ATIKOKAN;CANADA;48.7740;-91.6390
N/A;QUEZALTENANGO;GUATEMALA;14.8650;-91.5020
BTR;BATON ROUGE;USA;30.5330;-91.1490
N/A;SAN JOSE;GUATEMALA;13.9360;-90.8360
JBR;JONESBORO;USA;35.8320;-90.6460
GUA;GUATEMALA CITY;GUATEMALA;14.5830;-90.5280
CBV;COBAN;GUATEMALA;15.4690;-90.4070
GPS;GALAPAGOS;GALAPAGOS I. (ECUADOR;-0.4540;-90.2660
MSY;NEW ORLEANS;USA;29.9930;-90.2580
YPL;PICKLE LAKE;CANADA;51.4460;-90.2140
GWO;GREENWOOD;USA;33.4940;-90.0840
JAN;JACKSON;USA;32.3110;-90.0760
NBG;NEW ORLEANS;USA;29.8250;-90.0350
MEM;MEMPHIS;USA;35.0420;-89.9770
BYH;BLYTHEVILLE;USA;35.9640;-89.9430
BLV;BELLEVILLE;USA;38.5450;-89.8350
YBB;PELLY BAY;CANADA;68.5340;-89.8080
MID;MERIDA;MEXICO;20.9370;-89.6570
N/A;SAN CRISTOBAL;ECUADOR;-0.9100;-89.6160
N/A;POPTUN;GUATEMALA;16.3260;-89.4170
MSN;MADISON;USA;43.1400;-89.3370
YQT;THUNDER BAY;CANADA;48.3720;-89.3240
AIG;YALINGA;CENTRAL AFRICAN REP.;45.1540;-89.1110
SAL;SAN SALVADOR;EL SALVADOR;13.4410;-89.0560
BIX;BILOXI;USA;30.4110;-88.9240
MKL;JACKSON;USA;35.6000;-88.9160
N/A;BANANERA;GUATEMALA;15.4730;-88.8370
N/A;PUERTO BARRIOS;GUATEMALA;15.7310;-88.5840
NMM;MERIDIAN;USA;32.5520;-88.5560
CBM;COLOMBUS;USA;33.6440;-88.4440
CTM;CHETUMAL;MEXICO;18.5040;-88.3270
BZE;BELIZE CITY;BELIZE;17.5390;-88.3080
DPA;WEST CHICAGO;USA;41.9080;-88.2490
MOB;MOBILE;USA;30.6910;-88.2430
GRB;GREEN BAY;USA;44.4850;-88.1290
BFM;MOBILE;USA;30.6260;-88.0680
SAP;SAN PEDRO SULA;HONDURAS;15.4520;-87.9230
ORD;CHICAGO;USA;41.9790;-87.9040
MKE;MILWAUKEE;USA;42.9470;-87.8960
UGN;CHICAGO;USA;42.4220;-87.8680
IKK;KANKAKEE;USA;41.0710;-87.8460
MDW;CHICAGO;USA;41.7860;-87.7520
MNM;MACON;USA;45.1260;-87.6380
MQT;MARQUETTE;USA;46.5340;-87.5620
HOP;HOPKINSVILLE;USA;36.6680;-87.4960
TEA;TELA;HONDURAS;15.7760;-87.4760
N/A;GWINN;USA;46.3540;-87.3960
